article_id,classification,story_id,score,edges,jaccard,title
2e9c1dd2-7b08-4bd8-a0ba-3edb65976f73,WAIT,,,,,
4f5d8fff-df6c-420a-a647-dfd987ebb104,WAIT,,,,,Watching World Cup in class? Schools beset by clashes over priorities
64ff81f0-8c3a-414d-9e10-8bff7c4045ba,WAIT,,,,,"Scientists Cut This Sea Creature Apart, Its Tissue Refused to Die"
a9087b9c-9a48-453f-9648-ecb2c242013d,WAIT,,,,,
fe0b63e9-88f7-45bd-8e6e-3b13c5766caa,WAIT,,,,,
9e73c974-4707-437f-a70d-8097cbc0c548,NEW,,,,,Iranian football legend Azizi puts peace above politics amid World Cup tensions
47ce8a38-d6ab-4c58-aa80-8a1b46f8dac9,WAIT,,,,,
6d1f45b8-a763-4290-bcea-c031d2a2d0c3,WAIT,,,,,
cd83c065-4857-4abb-8f31-c4e6c62c827a,WAIT,,,,,
c4dfa7cc-9ecb-4ea8-a2cc-33f8cd9a3ec3,NEW,,,,,"FIFA World Cup 2026: What are the matches on Sunday - June 14, when and where to watch?"
5bb404e5-254a-4096-9f61-765d03e124e1,WAIT,,,,,
94f00e86-97c5-4b86-8b32-c8918ab82b81,WAIT,,,,,
99d5ef36-92a5-4dd1-b043-fdd734fd0484,WAIT,,,,,
350e5bd2-55de-4090-9b8f-8c10c8298193,WAIT,,,,,
ffed8f6f-c8c0-4cd3-b6d4-c9546e7c0893,WAIT,,,,,వాయుసేన నమ్మిన బంటు కుప్పకూలింది..
b3fffb1b-749f-478c-9fe0-e09eace6572a,NEW,,,,,Building a frontier ecosystem over models essential for global economic value: Microsoft C
1e31accb-1fdd-4f52-8cda-7db96e193fba,NEW,,,,,¡Vuelve Lamine Yamal! Ingresa al campo en el debut mundialista de España
333941a9-9b67-4b5c-aac8-bf1a5f154956,WAIT,,,,,
1d0f895d-da2e-45ca-bae8-5dc7e766605b,NEW,,,,,Two big banks have slashed their house price forecasts. The numbers are hair-raising
0265a3d8-4c52-49be-8c47-8dc9df9f779f,WAIT,,,,,அமெரிக்கா சொல்வதை கேட்டு நடப்பவராக மோடி இருக்கிறார்: ராகுல் காந்தி விமர்சனம்
efeaefea-98dd-44ac-bb51-afe549b7ab3e,NEW,,,,,Auto News: సింగిల్‌ ఛార్జ్‌తో 656 కిలోమీటర్ల రేంజ్‌.. ఈ కారుపై రూ.1.40 లక్షల వరకు తగ్గింపు
2e552df9-b2e2-4cca-82ed-045ab4836c8f,WAIT,,,,,Historic Kyiv monastery set ablaze in deadly Russian air attack
cd88e321-e4b7-4b2a-badd-24a5a03f89b1,WAIT,,,,,
ab3e4670-1be8-4704-af05-608c9003f534,WAIT,,,,,
219f2225-5936-4750-813a-47d2b750c036,NEW,,,,,"Centre allocates ₹8,500 crore for Bengal under VB-G RAM G scheme, announces CM Suvendu Adh"
22820e4c-19ab-4852-8bb5-55b8d1a0bec4,WAIT,,,,,
876199e8-dc3d-49ce-849a-99e5c406a8aa,WAIT,,,,,
6acd38ab-af44-4e39-b9a5-b66cdc480567,NEW,,,,,"जेवर एयरपोर्ट से पहली उड़ान के लिए इन 172 लोगों को मिला टिकट, 15 जून को लखनऊ के लिए होंगे "
1b504950-f93b-43b8-bab9-9ae76fd08a17,NEW,,,,,Former Foreign Affairs minister and Ex-ECOWAS Commission President James Victor Gbeho dies
f2f4c94c-71bd-424f-89d7-6d61be8e4d3d,WAIT,,,,,
9726b71c-b564-4cd6-9d46-40b6b48e29b7,NEW,,,,,Cote d’Ivoire seals a win over Ecuador in Group E opener at FIFA World Cup
de76e8cb-0c2d-435b-ba3f-d9bf9db3709b,NEW,,,,,iran to charge ships for hormuz services as us iran deal reopens key global oil route 2026
ebc9036f-94f0-472c-a012-15446192b6e0,WAIT,,,,,AP Government : ఏపీ ప్రజలకు అలర్ట్.. సచివాలయ సర్టిఫికేట్ల జారీలో చంద్రబాబు సర్కార్ కీలక మా
b1fa6c9a-fc50-43a6-99df-9961d6a78716,WAIT,,,,,
5c529325-18cc-4ab1-bf07-dc6274a95124,WAIT,,,,,
8c955f6f-b067-48cd-88db-ee1cc753867d,WAIT,,,,,Ruto to represent Africa at G7 Summit
284635ff-c496-42eb-bfc6-65fa4657c5e7,NEW,,,,,California Governor Newsom says being investigated by Trump's administration
28447f9b-d5a3-4e44-a4eb-adf0c4535f7f,WAIT,,,,,Dashdot customers urged to proceed days before collapse
2329f59c-a970-4cd3-bed9-d635318aadd9,WAIT,,,,,
6344ec6d-e8a4-4bdc-8e38-fb0fdc062a2a,NEW,,,,,"Egipto conquista Seattle, y la afición grita al ritmo del gol de la ventaja en el Mundial"
aee33f6d-5689-477b-bb95-a26174b9bd76,NEW,,,,,"फ्लेक्स फ्यूल वाली Maruti Wagon R हो गई लॉन्च, इतनी है कीमत, E100 से चल सकती है कार"
b3e6a4ec-29e7-4193-93d4-200b1bd6179e,WAIT,,,,,
1c5dfdc3-c493-45b5-b0ec-f2529a22b759,NEW,,,,,Russian Actions Force Ukraine to Evacuate Staff From Key Enterprises in Kramatorsk - MoD
d9c85614-d272-460f-bb51-3af3d20a9664,WAIT,,,,,
cac05edf-8f2c-4bf3-8f90-427793b1b6e6,NEW,,,,,'Will only speak when time is right': Saayoni Ghosh dodges questions on TMC rebel camp
31aee9fe-c0c3-431e-8f00-e6fb7bfe7c20,WAIT,,,,,Russian stock market rises at start of trading
d1d24c51-296f-4fe3-81ca-fc0e2d0002ff,WAIT,,,,,
52a56597-8fd0-44cd-b744-2b54ff553330,NEW,,,,,Brazil-based Businessman Held as NDLEA Uncovers Cocaine-Soaked Shirts at Lagos Airport
057b7cce-e03c-47c7-b076-109689981f31,WAIT,,,,,
decbc8ed-c98c-4c80-86cf-2517b1123a0c,WAIT,,,,,
c8577eb3-6d49-4412-9df1-7d6faece292f,WAIT,,,,,
46dac5f4-a857-44ab-a432-06c4221cd867,NEW,,,,,women t20 world cup 2026 india captain harmanpreet kaur on query regarding no handshake st
f9b12d82-5850-4fc4-8a6d-a5c5815d67d1,NEW,,,,,congress launches anti paper leak campaign rahul to kickstart student conventions
f75e7231-15a3-4e3f-b75d-102e6eefd164,NEW,,,,,US-Iran Peace Deal पर सस्पेंस: क्या आज होगा समझौता साइन? ट्रंप और ईरान के बयानों में टकराव
e86461cf-b099-43c3-a6bb-1eec42ed5fb5,WAIT,,,,,
7d122727-9448-41ed-9586-e79285c2db61,WAIT,,,,,
79de8e92-500b-4d05-a3d3-b34f37ffa18f,WAIT,,,,,
2db80c70-d800-4373-bfed-ec43b0944089,WAIT,,,,,అమాస బడి !
edaf1ca1-ec9d-46ae-9d68-84a1c729e219,WAIT,,,,,
5444a96d-9abd-4956-8c29-02cd31d9f377,WAIT,,,,,
a41d262b-e19d-42e6-838b-e4cf878f21f9,NEW,,,,,యుద్ధం ముగిసింది.. ఇంజన్లు స్టార్ట్ చేయండి.. ట్రంప్ ప్రకటనతో కుప్పకూలిన చమురు ధరలు
522352d9-baee-4516-8ea3-0368365b9e26,WAIT,,,,,
1f0e7155-b262-40d7-97b7-4a6bf7e3ad36,WAIT,,,,,"Russian air defenses down 483 Ukrainian UAVs, 14 smart bombs in past day — top brass"
009b0586-0a3f-4f89-9911-58672c4ae64e,WAIT,,,,,
51435ea5-7a0d-4392-ae4d-34b3bf019cdf,WAIT,,,,,IG’s Unenforceable Order on Vehicles Without Number Plates
16345717-babb-47d7-885f-af78b25ec3c3,WAIT,,,,,
2f3650be-a9f6-4f50-b636-b43d1e2f4d17,WAIT,,,,,
75403a5e-12a9-448f-8a87-1de362ed2220,NEW,,,,,Romanian president picks Liberal former mayor as PM to form new government
d2ef4f6d-f2eb-46d8-a442-020cb083b673,WAIT,,,,,
da0f5a60-ce28-46e6-9449-1fcf3d7de36d,NEW,,,,,Neeraj Chopra to return to action at Doha Diamond League
67b82328-2ca2-4ae3-abc4-10eb829a3446,WAIT,,,,,
e1dce152-cf1d-413f-a791-7bf73504a214,WAIT,,,,,
9f9bcaa2-fcb0-42f0-aecf-3ffdebbb5047,WAIT,,,,,
9b98cd6c-3bf8-4a71-b6e4-cfdf5550414f,WAIT,,,,,
3295815f-c113-49b8-8eb7-ed1be7b153fc,WAIT,,,,,
ed7104e7-36f4-47b4-bf23-4470a390a1a0,WAIT,,,,,
0e59c2eb-472d-4a0b-8ce9-161ed5fe8de9,WAIT,,,,,
ec1b1048-68f0-4246-8015-1c3d25f60869,NEW,,,,,pakistan captain fatima sana dissapointing batting against india in t20 world cup smr 1532
8f0c191a-c844-4deb-8fea-753868050da7,WAIT,,,,,
c6c6e7a4-f825-4177-94f2-722eeb4a6250,WAIT,,,,,
d9066455-37dc-4e1c-8a2d-cc14e7045909,WAIT,,,,,
33b0e9ac-cde1-4768-b4d2-94c2d5f127fb,WAIT,,,,,तुम्हाला माहिती आहेत का? हळदीचे हे ५ प्रकार अन् त्यांचे आरोग्यदायी गुणधर्म
273b5ae0-b44b-45f8-9909-a41c0ba916d1,NEW,,,,,California Governor Newsom says US Department of Justice investigating him
764313ea-bdbd-48a7-b4a5-77fd276ddc85,NEW,,,,,"जेवर एयरपोर्ट पर उतरी पहली कमर्शियल फ्लाइट, किसानों को मिला हवाई सफर का तोहफा"
9f3ae98a-f41f-4f85-84ff-c371b2ce29d2,NEW,,,,,കനത്ത മഴയെ അവഗണിച്ച് സി.ജെ.പി പ്രതിഷേധ പ്രകടനം
2abfa787-0c4d-41ad-af43-082bff0b1ea5,WAIT,,,,,
8ee0879f-ca80-4c8c-87d8-fa0b77b7be36,WAIT,,,,,live updates 899409
e7686fcc-6795-4bd6-bb8b-4a4af58468a4,WAIT,,,,,indias climate tech funding rose from 315 million to 2 6 billion report
accbc917-a922-45d7-82a1-3c5ebe8b8b31,WAIT,,,,,What's known so far about the Justice Department's Gavin Newsom investigation
1be237d0-0904-49ab-83e4-7e8b3b80e6b0,WAIT,,,,,
b880c546-797a-4357-8310-64a1ed56e7af,NEW,,,,,"Is the Middle Asia War Nearing an End? What We Know About the Proposed Peace Deal, Signing"
3bdda5e3-9aa9-43b0-81fb-bf7f5b5a17c4,NEW,,,,,സ്ത്രീകൾക്ക് ഇന്ന് മുതൽ ഫ്രീ ടിക്കറ്റ്; 'പ്രിയദർശിനി' സൗജന്യ ബസ് യാത്ര പദ്ധതി മുഖ്യമന്ത്രി
2a4309e7-34af-4a0a-9e92-c1a04ac2751f,WAIT,,,,,
01694555-b025-449e-b0dd-84fcb09dab70,WAIT,,,,,
9312bafc-3f96-47aa-871c-cfced8177168,WAIT,,,,,
2cecfdd2-98d6-4594-9fbf-b35a448ada03,NEW,,,,,"हरियाणा में मौसम का यू-टर्न: 15 जिलों में आंधी-बारिश का अलर्ट, अगले 5 दिनों में 6 डिग्री त"
016d3ac5-2352-4337-b24b-b584b12c91c3,WAIT,,,,,
114670fa-aa6d-4800-a849-96127b86aed7,WAIT,,,,,
87e3c927-cfa4-40af-b9ca-af2578f98c86,NEW,,,,,govt hikes diesel export duty to rs 14litre atf to rs 125litre from today petrol rates unc
44835df9-4e82-4b1a-9b1b-a30de9c7684b,WAIT,,,,,
7bec820f-f87a-4b55-9727-3609078cad2e,NEW,,,,,"IND vs AFG, 1st ODI: Rohit Sharma’s Run-Out And Rahmanullah Gurbaz’s Lifeline To Shubman G"
033ab845-c828-4fea-b7d3-5f4c17f6d4a4,WAIT,,,,,From Pandit Nehru’s India to Modi-ji’s Bharat
e381915a-d98b-4139-9bcd-99314196a31d,WAIT,,,,,1176721.html
0537e58a-d03d-4e2b-9ad7-53ed37666022,WAIT,,,,,
7913a1ea-1301-4539-8980-28e6ad4b133e,NEW,,,,,Novartis India launches Pluvicto for PSMA-positive metastatic prostate cancer
4587617b-3021-4cdc-a5aa-b4ff8f123b07,WAIT,,,,,
8efffd7f-82ad-4fb9-8bf8-1feb040f8ab6,NEW,,,,,"Sensex, Nifty rally 1% as US-Iran peace hopes spark risk-on sentiment"
a1459100-d315-45b8-90f4-d008abd1399e,NEW,,,,,Today Panchangam மற்றும் முக்கிய நிகழ்வுகள்- 15 ஜூன் 2026: சிவன் கோவில்களில் சிறப்பு சோமவா
214353b7-88eb-4320-bef8-dfe934ba7062,WAIT,,,,,"Free travel for women and transgender persons on KSRTC ‘ordinary’ services from June 15, 2"
abb78e8b-889b-4ef2-80a3-69852ab034bd,NEW,,,,,indian army announces new uniform code british era customs removed national ethos takes ce
2151c1ed-fad2-4ae8-8ca6-37c5773153b3,NEW,,,,,"Oyo abductions: Bauchi governor blames insecurity on poor governance, poverty"
3d9cf062-919b-4267-b64e-f657f4c8d6f4,WAIT,,,,,
e70a1df5-1e0f-4dca-97e4-1ce1a1a91202,NEW,,,,,Trump says ships carrying oil are moving through Hormuz
15600822-98c4-447c-a678-22117911780c,WAIT,,,,,
fe2320bd-0c9c-407f-a02f-d061335d46c7,NEW,,,,,Trump reportedly tells Putin he is prepared to help end war in Ukraine
8f3fe696-d9b2-41e1-b9c0-7bd0bfb371f1,WAIT,,,,,prince harry meghan markle uk return update
f0a2a85a-073f-4f02-914b-997957d6d2c1,WAIT,,,,,newsDisplay?newsID=1317296
cd6f6333-535b-4d8b-8ca1-b26a79f023c7,WAIT,,,,,
1c2249cb-75fd-4ab4-823f-9003e74decea,NEW,,,,,indigo to operate inaugural flights on lucknow noida bengaluru route as noida internationa
0492bb64-a386-4641-b126-5b3b6270b14c,NEW,,,,,Vietnam - bridge in advancing ASEAN–Russia relations
a14833c8-75a9-43c0-9f75-e86a8940c7a5,WAIT,,,,,
dff8e339-5dfb-4937-99a5-0cc79b20430a,NEW,,,,,hyderabad police seize 26 kg ganja auto driver arrested in major drug bust erk 1532667.htm
82cb79f1-09a2-427b-89f3-50066e8f3cf2,WAIT,,,,,Difficult Scene In Ramayan: अरुण गोविल के लिए ‘रामायण’ का कौन सा सीन था सबसे मुश्किल? एक्ट
efc1d5cc-1992-49e3-938a-3d18baa4d96b,WAIT,,,,,The nukes stay: China and North Korea are building something bigger
e110238d-36a2-43ce-ac96-09b27b6d051c,WAIT,,,,,"Putin, Trump agree on Witkoff, Kushner’s new visit to Russia — Kremlin aide"
7c266862-974c-4954-a5a4-6eae07a0d50e,WAIT,,,,,
88741586-89cd-4e7a-827b-0df0de6c1d9c,WAIT,,,,,
805efd82-accd-45c9-81f3-b2524ef8c045,WAIT,,,,,"Russia was behind arson attacks targeting PM, BBC reveals"
11274486-08c6-4692-b864-af162f57a4c1,WAIT,,,,,
0cd71376-1659-462e-90c9-7098fd732f23,WAIT,,,,,
702029f6-722e-4c75-b4e6-5d062baa8c6d,WAIT,,,,,
caa93ff8-b05d-4bb6-b765-4e6561d73452,WAIT,,,,,
e11ba3dd-e00a-44a7-a6e4-7e6f0879c240,NEW,,,,,When and how to watch the Socceroos first World Cup match today
afca3035-94ac-47eb-a12d-8987b256ef34,NEW,,,,,NTA launches digital training programme for examination officials
afab749c-a088-441d-9c0b-aea880676646,WAIT,,,,,"Kuja Gochar: కుజుడి అనుగ్రహం.. ఈ రాశుల వారి ఆదాయం, ఐశ్వర్యం పెరిగే ఛాన్స్..!"
e57dba62-17ab-4238-8810-298c28a3bf55,WAIT,,,,,Several Israeli strikes reported across southern Lebanon
0afcfbed-7b17-4b81-a09d-0c60c395bde5,NEW,,,,,What happened to Oliver Tree? Singer among 6 dead in Rio helicopter crash; chilling detail
620ed660-26d2-405e-afa9-68e8d4300e9f,NEW,,,,,Trump says deal to end war with Iran already signed and details to be released 'pretty soo
3fbef023-c3f0-491e-9854-1fff818b1b14,WAIT,,,,,"FIFA World Cup 2026: Who is Adham Makhadmeh, Spain vs Cape Verde referee? List of official"
11ca0a45-7272-4154-9e89-f1aafa47dbc9,NEW,,,,,"Peace deal between Iran, US reached; to be signed officially on Jun 19 in Switzerland: She"
c586e881-a242-4a85-b373-08106c4c3638,WAIT,,,,,
8ae11e20-37f8-4218-8e40-0e5458495c81,NEW,,,,,നോയിഡ അന്താരാഷ്ട്ര വിമാനത്താവളത്തിൽ വിമാന സർവിസുകൾക്ക് തുടക്കം; ആദ്യ യാത്രക്കാരായി 172 കർഷ
075a0bcd-9990-425c-bcce-1669b14da663,NEW,,,,,special drive to clean the yamuna chief minister announces special programs at 28 delhi gh
9c56a608-6d8c-4351-9ac2-7f1bee16d1d2,NEW,,,,,വനിത ടി 20 ലോകകപ്പ്; പാകിസ്ഥാനെ തകർത്ത് ഇന്ത്യ; അഞ്ച് വിക്കറ്റ് നേട്ടവുമായി ദീപ്തി ശർമ്മ
e38b8284-5123-4493-be1c-bd752f3a6b53,NEW,,,,,"2,025 cases of traffic rule violations recorded in 24 hours"
6b134d7e-e30e-4d54-8182-37d2233fd5e3,WAIT,,,,,
b0dc0b59-f9ce-4542-a844-f6b804637673,WAIT,,,,,
2cc4b221-c849-490f-8621-80383086aec1,WAIT,,,,,Israeli workforce identity co NewCore raises $66m
0b50f7af-77dd-4db4-9a9a-c3138d78c99a,NEW,,,,,"Women’s T20 World Cup: Arch-rivals India, Pakistan set for high-voltage clash"
b0258b2d-a428-4258-b2cb-38aba728187c,NEW,,,,,"Noida Airport Begins Commercial Operations, First IndiGo Flight From Lucknow Lands, Receiv"
3e9f1151-82d7-43f9-8ef1-e46b398b775a,NEW,,,,,G7 summit: Analyst expects China to top agenda
c594ec24-f553-47ca-8068-0f7ec1ef70de,JOIN,82f77587-ba5a-4e02-b8aa-bea891477564,0.9975,2,1.000,Nora Fatehi lights up Toronto as Canada hosts its first FIFA World Cup opening ceremony
3e9fa913-5a27-4fbd-9378-930d6d325cb8,NEW,,,,,Son of Norway’s crown princess convicted of rape and sentenced to four years in prison
f1caf848-6951-4838-8ae3-9387bd84db74,WAIT,,,,,
b86b8a1a-e44e-4703-85eb-6ddaaa0f27b5,WAIT,,,,,
bb288823-d663-45b6-85e2-d5bfaebd0b65,NEW,,,,,"Razorpay files confidential IPO papers, eyes $600 million-plus public issue"
a2f8c601-71a1-41a1-8cf3-b54de8a4b2bd,WAIT,,,,,
19f52e46-aaff-4c94-ab66-cd4cf057de35,NEW,,,,,US: Skydiving plane crash leaves 12 people dead in Missouri
8a331c87-2ead-4307-bf14-0d5c260b4de2,WAIT,,,,,
4086f8a7-879b-49ed-8753-ae30e229c372,WAIT,,,,,୧୮ରେ ଖୋଲିବ ସ୍କୁଲ; ଖରା ବଢ଼ିଲେ ପୁନର୍ବିଚାର…
a09b9880-bd99-4fd7-85a5-a17e2a8eb583,NEW,,,,,IND vs PAK: మెన్స్ అయినా.. ఉమెన్స్ అయినా.. నెం.18తో పాకిస్థాన్‌కు దబిడి దిబిడే
6bc59505-3a84-4388-a854-f6745805414c,NEW,,,,,Voces del Mundial: Marruecos es nuevo peso pesado y Brasil se exige más
79deb52e-b498-4d29-9315-420d4b965f1f,WAIT,,,,,Is Ed Sheeran Taking Break From Music? Sapphire Singer Has THIS To Say
a92fc319-b547-4711-b414-7fe29a1c6a8c,WAIT,,,,,B-52 bomber crashes on takeoff at California Air Force base
a700c860-e6c3-4b62-94f9-b829d24d02ca,WAIT,,,,,झारखंड में बारिश लेकर आई आफत! 24 घंटे में आकाशीय बिजली की चपेट में आने से 8 की मौत
461cb0b0-745f-41ac-8deb-c0304ac82eb2,WAIT,,,,,
62b447a3-6407-4a28-86e2-da29c6b21f8f,NEW,,,,,The single Cypress tree that pub owner claims has halted multimillion-dollar renovations
b052f339-7058-43c6-8f4a-05f9716eb0d5,WAIT,,,,,SC to hear plea seeking strict use of Aadhaar only as ID proof
0184cba4-3ce9-461a-a4c0-ca13d2166e3e,NEW,,,,,What a UK court’s backing of the Palestine Action ‘terror’ ban means
b57e0dc0-0d22-40be-b6ca-5c7b81dba506,WAIT,,,,,karimnagar quality education in government schools only 1533048.html
59e4f8d7-c7a8-4538-8a0a-0e549a9dc654,WAIT,,,,,"Junior Pickleball C'ship: Diya Seals U18 Girls Singles Gold, Ashritha Settles for Silver"
8406fb1a-136c-4388-90f5-1566971f4718,NEW,,,,,சபரிமலை ஐயப்பன் கோவில் நடை இன்று திறப்பு
14434989-9096-40a1-8113-7a4ce43c49fc,WAIT,,,,,
ffbd4093-975b-4d1f-9efb-b68e9210cb8c,NEW,,,,,Protesters in Geneva clash with police ahead of the G7 summit in nearby France
5da522cb-9a53-402e-b047-55a2f691616f,NEW,,,,,Sabarimala gold case: Kerala Devaswom Minister seeks withdrawal of TDB circular appointing
643e4c15-0637-48af-b9dd-388a15ef462c,NEW,,,,,റഷ്യൻ എണ്ണ ഇറക്കുമതിയിൽ ഇന്ത്യ രണ്ടാം സ്ഥാനത്ത്; മേയ് മാസത്തിൽ ഇറക്കുമതിയിൽ 21% വർധനവ്
54624d81-3dda-4186-a744-fd6ffddf6b03,NEW,,,,,brazil enter the fray at the world cup
f38e8297-5800-4690-859f-ebb84bee0bfa,NEW,,,,,Emmanuel Macron Drops Video With 'Aari Aari' Track From Dhurandhar To Highlight Meet With 
daafae7f-2669-4929-aa27-843aacb39ed0,NEW,,,,,"Assam CEE Answer Key 2026 Released, Submit Challenges By June 16"
6268e447-a61e-427f-be7d-7b3b9f352cae,NEW,,,,,FIFA World Cup 2026: Ayari stars with brace as Sweden thrashes Tunisia 5-1; SWE vs TUN Pla
af60be54-8946-44bf-b5fe-a7ec7eb22af9,WAIT,,,,,
fcbd4ae3-ce36-459d-a0b5-eaa0069b2497,NEW,,,,,3.8 magnitude quake jolts Bhadradri Kothagudem district
1781581a-3947-4e50-84c7-a2798bb953c8,WAIT,,,,,
0b9b4b5e-1890-4d57-8a3c-35320042fbd0,WAIT,,,,,
e2e357db-3c96-4aac-844c-25ece82de33e,WAIT,,,,,
34684800-6492-48c1-a106-83530ecfcf6b,WAIT,,,,,
8215b772-2c94-49b6-95fd-79b9b740f585,WAIT,,,,,
8600a9f4-0e92-42bb-b7cd-45e48db5becb,WAIT,,,,,
14a57d32-80dc-4551-8e3e-5f890f376c02,WAIT,,,,,
381267da-2802-46a7-9920-88f7d37e7ab7,WAIT,,,,,
17bd7637-138d-4a4d-8cda-a9b70f61ef09,WAIT,,,,,"Meerut Fake CSC Racket Busted, Two Arrested In Online Fraud Probe"
dd5cad18-e9b3-48be-b5a6-b339de7a7592,WAIT,,,,,
581e2c8f-8241-45c2-a985-9c6d5fc1b9db,WAIT,,,,,
51253163-47e9-4ff2-9811-57b6954c4c38,WAIT,,,,,
21ef5217-65c4-4ce0-a045-b0166458e97e,WAIT,,,,,సిఎం రేవంత్ కీలక నిర్ణయం.. విద్యార్థులకు నాణ్యమైన సామగ్రితో కూడిన కిట్
01dfd1ed-51a7-41fd-b0b5-488df8ffab24,NEW,,,,,"ആർഎസ്എസ് പരിപാടിയിൽ വൈസ് ചാൻസിലർമാർ പങ്കെടുത്ത നടപടി: പ്രതികരണവുമായി മുഖ്യമന്ത്രി, 'ഗുരുതര"
dc4fb781-69b6-41b3-b94a-d3bc59bb2881,NEW,,,,,భద్రాద్రి జిల్లాలో భూకంపం
3cee0c6f-b942-43fd-b15b-8f564aa8eafd,WAIT,,,,,一部描繪潮汕華僑的中國電影《給阿嬤的情書》為何大賣？
53d01734-83ad-4c75-afec-ede987769ee8,WAIT,,,,,
2ef01173-d718-4724-9a41-c8b005271d65,NEW,,,,,സർക്കാർ സ്കൂളുകളിലെ പ്രഭാതഭക്ഷണ പദ്ധതി; എട്ടാം ക്ലാസ് വരെ വ്യാപിപ്പിക്കും; സെപ്റ്റംബർ 17ന്
271480af-b384-4fb2-814d-deaab6355e51,WAIT,,,,,
a7e133ab-d9ef-46d4-b633-77d08999dc21,WAIT,,,,,
23e4fc0f-4989-4e0a-8124-e30acbdaac7e,WAIT,,,,,
2afaaf43-ac86-4830-94c6-84912f48b0d5,WAIT,,,,,KMC’s Policy and Program discussion begins today
93c0f18f-8c87-466d-a2c3-de76380a3496,NEW,,,,,Clashes as thousands protest in Geneva ahead of G7 summit in France
6402510a-047e-48a6-9a90-636085b737fe,WAIT,,,,,How Trump is relaunching a tariff war citing ‘forced labour’ concerns
2528560f-454b-4924-b002-20ff4f381646,NEW,,,,,విరాట్ కోహ్లీ నిజంగానే అహంకారి.. రవి శాస్త్రి కామెంట్స్ వైరల్!
922376ce-94e7-4a93-9a83-488d29ed624f,NEW,,,,,"अमेरिका-ईरान जंग खत्म…पीस डील फाइनल, जानें कब और कहां होगा साइन"
8d362bf6-ca23-4d5c-96be-ce91b25ea800,NEW,,,,,WA news LIVE: Body found inside Ballajura house fire
50df9a80-ede3-46cd-9b87-4601529edfe0,WAIT,,,,,
b8b79598-cd41-47fc-9d9f-bf7e0d01a25d,WAIT,,,,,
fa0b9eed-8e4e-43c2-b6bc-a31440a0e1b1,NEW,,,,,UK electric car sales target set to be weakened
a81ee837-4843-4e81-baf9-5604e3df697e,NEW,,,,,Twelve killed in plane crash in US state of Missouri
4b0b6808-005f-479f-b14b-9e93db2745fb,NEW,,,,,"Israeli attacks kill 3,798 Lebanese since escalation of tensions — Health Ministry"
6515c493-69a0-4b07-a7d9-581614847140,WAIT,,,,,"CBP, Coast Guard intercept migrant vessel heading for Puerto Rico; 40 apprehended includin"
08de7b6f-ad4d-4ee1-9535-9d5cd6a0cb89,NEW,,,,,Alemania volviendo a golear en un Mundial y Costa de Marfil dando la sorpresa son lo Mejor
4357394f-3344-47ee-a32b-ec68f13d0fc9,NEW,,,,,"Oil prices slip to their lowest since March as US, Iran reach preliminary agreement to reo"
